rid,start,finish,answer_duration,ip,client_type,Q1,Q1_分中心编码,Q1_分中心,Q13__1,Q13__2,Q13__3,Q13__4,Q13__5,Q13__6,Q13__7,Q13__8,Q13__9,Q13__10,Q13__11,Q2__1,Q5__1,Q6__1,Q7__1,Q8__1,Q9__1,Q10__1,Q11__1,Q12__1,Q13__1__open2,Q13__2__open2,Q13__3__open2,Q13__4__open2,Q13__5__open2,Q13__6__open2,Q13__7__open2,Q13__8__open2,Q13__9__open2,Q13__10__open2,Q13__11__open2,Q2__1__open2,Q5__1__open2,Q6__1__open2,Q7__1__open2,Q8__1__open2,Q9__1__open2,Q10__1__open2,Q11__1__open2,Q12__1__open2,Q16__1,Q19__1,Q13__1_题项,Q13__2_题项,Q13__3_题项,Q13__4_题项,Q13__5_题项,Q13__6_题项,Q13__7_题项,Q13__8_题项,Q13__9_题项,Q13__10_题项,Q13__11_题项,Q2__1_题项,Q5__1_题项,Q6__1_题项,Q7__1_题项,Q8__1_题项,Q9__1_题项,Q10__1_题项,Q11__1_题项,Q12__1_题项,Q16__1_题项,Q19__1_题项
1533876,2026-04-09 09:32:58,2026-04-09 09:39:37,6分39秒,58.221.85.66,pc,21,21,苏州,5,4,4,4,5,5,5,5,5,5,5.0,5.0,5,5,5,5,5,5,5,5,专业,专业,专业,专业,专业,专业,专业,专业,专业,专业,专业,专业,,,,,,,,,全流程透明化、高性价比,分层定位产品,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
1533879,2026-04-09 09:41:08,2026-04-09 09:44:07,2分59秒,223.105.78.6,pc,21,21,苏州,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5,5,5,5,5,5,5,5,专业,专业,专业,专业,专业,专业,专业,专业,专业,专业,专业,专业,专业,专业,专业,专业,专业,专业,专业,专业,无,无,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
1533880,2026-04-09 09:41:33,2026-04-09 09:47:34,6分,218.28.159.54,phone,35,35,洛阳,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5,5,5,5,5,5,5,5,无,无,无,无,无,无,无,无,无,无,无,无,无,满意,很好,是的,,,,,大学院塾,大学院塾线上课程希望更多,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
1533883,2026-04-09 10:03:14,2026-04-09 10:11:13,7分59秒,124.72.60.142,pc,13,13,厦门,4,5,5,5,5,5,5,5,5,5,5.0,5.0,4,5,5,5,5,5,5,5,学生服务好,学生服务好,学生服务好,学生服务好,学生服务好,学生服务好,学生服务好,学生服务好,学生服务好,学生服务好,学生服务好,符合,认可度高,,,,,提前预警，共同解决,,,无,无,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
1533892,2026-04-09 17:09:26,2026-04-09 17:14:30,5分3秒,112.255.200.243,iPhone,17,17,青岛,3,3,4,5,2,3,3,3,3,3,3.0,4.0,3,4,4,4,4,4,4,4,课时太短,价格有点高,可对接的学校比较少,服务很不错,服务不太好退费率太高,价格有点贵 建议不强制打包课程,录取率太低,录取率不高,跟定不及时,跟定不及时,师资一般,整体来说日本项目很全面了,境外产品口碑比较差,培训比较及时,是的,是的,是的,是的,是的,是的,希望开发一些同辅类产品和针对在日就业指导类产品,无,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
1533893,2026-04-09 17:16:01,2026-04-09 17:21:28,5分27秒,61.136.145.25,pc,40,40,宜昌,4,4,4,4,4,4,4,4,4,4,4.0,5.0,4,3,3,4,4,4,4,4,我觉得很好  不受地域限制,非常好 非常需要  建议搭配到全部申请合同里面去,合适优秀学生,我们对艺术水平鉴赏能力不够   帮助评估学生非常好,非常好,方便,非常好,非常好,学校太少  希望出列表更新,学校少  难度大,非常好,非常好  非常全面,价格有点贵  我们顾问产品了解度不够  培训不够好,销售用不是非常清楚卖点   ,希望加大培训,宣传图做得很好  都很准确,分管帮助力度很大,很好,目前没出现过客诉,沟通顺畅,线上EUJ和日本培训  衔接时间更多选择,合作院校最低要求 做表整理发给顾问,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
1533894,2026-04-09 17:16:27,2026-04-09 17:33:22,16分54秒,61.136.145.25,pc,40,40,宜昌,4,4,5,5,5,5,5,5,5,5,5.0,5.0,5,5,5,5,5,5,5,5,课程安排合理,无,无,老师资源丰富，境内外能做好对接,出境之前老师开始服务，家长非常满意，学生对与上课内容也很满意,暂时没有学生参加,无,案例丰富，产品内容符合学生的需求,无,无,我,从境内到境外，整个申请过程中学生需要服务都覆盖,家长认可度很高，项目咨询手册很详细,培训内容针对性强，讲解内容干货实用,资料齐全，成功案例分享的很详细，可以咨询实用,是,及时解决,可以,,,暂无,暂无,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
1533895,2026-04-09 17:16:45,2026-04-09 17:19:42,2分56秒,223.104.69.132,Android,11,11,深圳,5,2,5,5,5,5,5,5,5,5,5.0,5.0,5,5,5,5,5,5,5,5,学生反馈很好,学生反馈很好,学生反馈很好,学生反馈很好,学生反馈很好,学生反馈很好,学生反馈很好,学生反馈很好,学生反馈很好,学生反馈很好,学生反馈很好,都挺好的,都觉的可以,有很多周到的培训,有很多物料,是,响应及时,有的,可以的,有多样化处理,暂时没有,暂时没有,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
1533899,2026-04-10 16:45:37,2026-04-10 17:06:39,21分2秒,119.62.102.251,iPhone,41,41,宁波,4,4,4,5,4,4,3,4,5,5,5.0,4.0,4,5,5,5,5,5,5,5,课程能够满足需求,服务跟进及时,有部分学生评估不过 不能签约,服务很好 老师负责,课程安排合理,服务好,很多学生延期,服务好中后期都很负责任,服务好,服务好,服务好,符合,认可,培训很到位,册子宣传都比较多,准确,回复及时,能提出有效解决办法,中后期都会拉内部群预警,交流,暂无,暂无,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
1533900,2026-04-10 16:56:59,2026-04-10 17:03:07,6分8秒,61.135.212.184,iPhone,2,2,北京,4,5,5,5,4,4,5,5,5,5,3.0,4.0,3,4,3,5,5,4,4,5,了解不多,整体很不错,完美,没意见,无,无,无,无,无,无,需要准备点儿班课，好多学生对比班课,无,尤其是集英修士考笔试和面试辅导，家长反馈贵，希望来点儿班课,最好有个所有产品介绍表格,无,无,无,无,无,无,主要是修士考辅导具体内容方面，有班课就完美了,混申产品还是很需要的,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
1533902,2026-04-10 17:13:17,2026-04-10 17:18:29,5分11秒,222.247.101.156,iPhone,19,19,长沙,1,3,3,5,5,4,5,5,4,4,5.0,4.0,4,5,5,4,5,5,5,5,效果很差,用处很大，但是远处不够,目前受众小,好,好,好,好,好,好,好,非常好,还行,还行,学习的及时充分,有,有,非常及时,有,及时,有,境内境外充分联动,英文授课前期服务可以提高,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
1533903,2026-04-10 17:37:28,2026-04-10 17:40:47,3分19秒,117.185.153.117,pc,1,1,上海,4,5,4,5,4,4,4,4,4,4,4.0,4.0,4,4,4,4,4,4,4,5,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,无,无,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
1533905,2026-04-10 17:41:02,2026-04-10 17:49:09,8分6秒,39.144.239.158,iPhone,8,8,合肥,5,4,4,5,3,5,5,4,4,5,4.0,5.0,5,5,5,5,5,5,5,5,给予线下比较好的互补支持,目前学生有限，了解不多,目前学生有限，了解不多,老师支持还是非常给力的,境外服务一般,目前了解有限，新产品需求还是比较好的,服务体系比较系统了,直申的服务节点和工具可以借鉴下研究生项目,学生有限，了解不多,目前感觉正常,注意学生消课节点吧，学管老师可以给予学生更多的跟踪服务,更新调整还是很快的，需求都能满足。服务体系希望可以同步跟上,除了价格目前认可度都挺好,培训及时,都有的,都有的,反映及时,及时反馈,基本可以,会一起沟通,提升服务质量比新产品开发更重要,就职服务和日本方向科研可以回归,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
1533906,2026-04-10 17:42:57,2026-04-10 17:46:42,3分44秒,27.191.198.125,pc,34,34,唐山,5,3,5,5,5,5,5,5,5,5,5.0,5.0,5,5,5,5,5,5,5,5,好,如果能打包到课程里会更好卖,无,无,无,无,无,无,无,无,无,符合,认可,充分,充分,准确,快速,能,能,能,无,无,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
1533907,2026-04-10 17:50:02,2026-04-10 17:53:12,3分10秒,111.59.8.190,pc,26,26,南宁,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5,5,5,5,5,5,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,挺好的,挺好的,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
1533910,2026-04-11 09:45:59,2026-04-11 09:49:47,3分48秒,122.97.154.137,pc,21,21,苏州,5,5,5,5,5,5,5,5,5,5,5.0,4.0,4,4,4,4,4,5,5,5,专业,专业,专业,专业,专业,专业,专业,专业,专业,专业,专业,,,,,,,,,,线上端口学情反馈,录取率,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
1533912,2026-04-11 11:48:31,2026-04-11 11:53:06,4分34秒,58.17.24.58,pc,22,22,南昌,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5,5,5,5,5,5,5,5,非常好,非常好,非常好,非常好,非常好,非常好,非常好,非常好,非常好,非常好,非常好,符合,很满意,是,非常充足,是,是的,,1,是的,线上eju课程打包套餐,集英课程+留学打包套餐,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
