rid,start,finish,answer_duration,ip,client_type,Q1,Q1_分中心编码,Q1_分中心,Q4__1,Q5__1,Q6,Q7,Q13,Q8__1,Q8__2,Q8__3,Q8__4,Q8__5,Q8__6,Q4__1__open2,Q5__1__open2,Q8__6__open,Q9__1,Q9__2,Q10__1,Q10__2,Q11__1,Q11__2,Q12__1,Q12__2,Q4__1_题项,Q5__1_题项,Q8__1_题项,Q8__2_题项,Q8__3_题项,Q8__4_题项,Q8__5_题项,Q8__6_题项,Q6_编码本选项文本,Q7_编码本选项文本,Q13_编码本选项文本,Q9__1_编码本选项文本,Q10__1_编码本选项文本,Q11__1_编码本选项文本,Q12__1_编码本选项文本
1533812,2026-04-08 15:53:51,2026-04-08 15:57:43,3分52秒,61.135.212.184,pc,2,2,北京,5,5,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,很完美,,,无,无,无,无,无,无,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,非常及时,非常及时,,,,
1533813,2026-04-08 15:54:42,2026-04-08 15:57:07,2分24秒,221.224.34.222,pc,21,21,苏州,5,5,2,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,课程设置合理,暂无,课程搭配合理,暂无,课程介绍很清楚,设置更多可选的课程时间,暂无,暂无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,比较及时,比较及时,,,,
1533815,2026-04-08 15:56:35,2026-04-08 15:59:18,2分42秒,218.28.159.54,iPhone,35,35,洛阳,4,4,3,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,有针对性,暂无,产品类型,暂无,非常适合低龄,暂无,挺好,1,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,一般,比较及时,比较及时,,,,
1533817,2026-04-08 15:58:26,2026-04-08 16:00:56,2分30秒,221.224.34.222,pc,21,21,苏州,5,4,2,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,/,/,体系很完善,增加一对一课程做补充,年龄划分很明显,暂无,/,/,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,比较及时,比较及时,,,,
1533819,2026-04-08 16:02:36,2026-04-08 16:04:55,2分18秒,218.27.37.98,pc,29,29,长春,5,5,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,,暂无,暂无,暂无,暂无,暂无,上课时间选择多一些,1,暂无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,非常及时,非常及时,,,,表扬
1533820,2026-04-08 16:03:44,2026-04-08 16:08:17,4分33秒,61.135.212.184,pc,2,2,北京,5,4,2,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,师资强,优惠产品组合,及时,搭配需优化,师资好,课下反馈需及时,暂无,暂无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,比较及时,非常及时,,,,
1533821,2026-04-08 16:04:01,2026-04-08 16:06:39,2分37秒,116.147.253.35,iPhone,5,5,南京,4,4,1,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,还可以,,好,无,比较符合留学生需求,无,无,无,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,非常及时,比较及时,,,,
1533822,2026-04-08 16:05:40,2026-04-08 18:01:08,1时55分27秒,61.135.212.183,pc,43,43,总部在线,4,4,2,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,无,无,暂无,暂无,暂无,暂无,暂无,暂无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,比较及时,比较及时,,,,
1533824,2026-04-08 16:07:01,2026-04-08 16:13:00,5分59秒,221.231.167.222,pc,5,5,南京,5,4,3,3.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,,,各种课程的搭配的灵活度,体系完善,至高考冲班课组班难，一对一小时数少，套餐内容太固定,体系完善,一对一小时数少，套餐内容太固定,很合适,年龄段不够明确,很好,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,一般,一般,比较及时,,,,
1533825,2026-04-08 16:07:43,2026-04-08 16:09:17,1分34秒,111.59.8.190,pc,26,26,南宁,3,3,1,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,基本符合,基本认可,,无,无,无,无,无,无,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,比较及时,比较及时,,,,
1533826,2026-04-08 16:09:38,2026-04-08 16:11:27,1分48秒,27.223.21.90,pc,17,17,青岛,4,4,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,可,可,暂无,挺好的，就是价格贵点,无,挺好的,无,还可以,无,可,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,比较及时,比较及时,,,,
1533827,2026-04-08 16:11:30,2026-04-08 16:15:40,4分10秒,222.85.201.166,pc,39,39,贵阳,5,5,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,组合搭配,优惠灵活应对,课程搭配,优惠灵活应对,好的,优惠灵活应对,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,非常及时,非常及时,,,,
1533828,2026-04-08 16:13:26,2026-04-08 16:16:37,3分11秒,122.227.181.106,pc,41,41,宁波,5,5,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,很细致,让学生有多种选择,很细致,让客户有多种选择,很细致,让客户有多种选择,很细致,让客户有多种选择,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,非常及时,非常及时,,,,
1533830,2026-04-08 16:14:53,2026-04-08 16:20:38,5分45秒,118.122.114.55,pc,4,4,成都,5,5,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,课程完整,符合逻辑,,符合考试逻辑,暂无,很全面,高考日语补足,课程丰富,年龄划分更加清晰,选择多,大纲,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,非常及时,非常及时,,,,
1533831,2026-04-08 16:16:07,2026-04-08 16:22:16,6分9秒,61.135.212.184,pc,2,2,北京,4,4,2,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,产品比价丰富,无,无,无,无,无,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,比较及时,比较及时,,,,
1533832,2026-04-08 16:17:47,2026-04-08 16:51:50,34分2秒,61.135.212.183,pc,2,2,北京,4,4,2,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,好,志高是谁？,这是什么,这是什么,这是什么,这是什么,这是什么,这是什么,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,一般,比较及时,,,,
1533836,2026-04-08 16:23:53,2026-04-08 16:26:23,2分29秒,118.122.114.55,pc,4,4,成都,4,4,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,价格过高,价格,价格,无,增加教辅资料,无,无,无,无,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,比较及时,非常及时,,,,
1533837,2026-04-08 16:24:05,2026-04-08 16:26:37,2分32秒,61.135.212.184,pc,2,2,北京,5,5,2,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,无,无,无,无,无,无,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,比较及时,比较及时,,,,
1533840,2026-04-08 16:29:52,2026-04-08 16:32:04,2分11秒,221.224.34.222,pc,21,21,苏州,5,4,1,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,很好,一般,,很好,无,很好,无,很好,无,很好,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,非常及时,比较及时,,,,
1533842,2026-04-08 16:34:43,2026-04-15 13:09:14,6天20时34分31秒,61.135.212.183,pc,2,2,北京,5,4,1,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,很好,无,很好,无,很好,无,很好,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,非常及时,比较及时,,,,
1533843,2026-04-08 16:52:35,2026-04-08 16:54:43,2分8秒,39.144.58.91,iPhone,23,23,大连,5,5,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,无,无,无,无,无,无,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,非常及时,非常及时,,,,
1533845,2026-04-08 17:00:03,2026-04-08 17:01:42,1分39秒,119.62.102.251,pc,24,24,昆明,5,5,3,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,,,主要就是价格太贵,无,无,无,无,无,无,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,一般,不太及时,一般,,,,
1533847,2026-04-08 17:12:11,2026-04-08 17:13:59,1分48秒,58.218.49.90,pc,33,33,徐州,5,5,2,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,无,无,无,无,无,无,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,比较及时,比较及时,,,,
1533849,2026-04-08 17:20:42,2026-04-14 19:01:50,6天1时41分7秒,61.135.212.184,iPhone,43,43,总部在线,4,4,2,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,组合很方便,暂时没有,不错,没有,挺好,少儿一对一推荐课时可以写一个,挺好,没有,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,一般,比较及时,,,,
1533851,2026-04-08 17:25:14,2026-04-08 17:39:42,14分27秒,218.94.55.78,pc,5,5,南京,4,5,1,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,闯关和书写作业能够同步进行，让学生选择不同的作业完成方式,建议取消答题卡，改成直接拍练习册照片，也能记录作业数据,希望N1也能够上线，练习册的完成作业，别光是闯关,希望除了答题卡算完成作业之外，直接拍练习册也能够作为作业的数据计算,做的很有意思,暂无,做的很好,暂无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,比较及时,非常及时,,,,
1533852,2026-04-08 17:30:56,2026-04-08 17:33:54,2分58秒,61.135.212.183,iPhone,2,2,北京,5,5,1,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,不清楚是什么,不清楚什么产品,不清楚致远,不清楚致远,不清楚,不清楚,不清楚,不清楚,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,比较及时,比较及时,,,,
1533854,2026-04-08 17:31:46,2026-04-08 17:39:47,8分1秒,59.49.25.62,pc,20,20,太原,4,4,2,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,有助于签约,线上高考班多开一点，时间以每周一次这种，线下能多模块组合就更好了,产品种类是比较多的,尽量多出一些一周一次的，,无,上课互动更多一点课后跟踪多一些,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,一般,一般,,,,
1533855,2026-04-08 17:33:04,2026-04-08 17:35:38,2分34秒,61.135.212.183,pc,43,43,总部在线,5,5,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,课程安排合理,多多宣传,课程安排合理,多多宣传,课程安排合理,多多宣传,课程安排合理,多多宣传,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,非常及时,非常及时,,,,
1533856,2026-04-08 17:33:37,2026-04-08 17:36:07,2分29秒,61.135.212.184,pc,43,43,总部在线,5,5,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,无,合理,无,没问题,无,很好,无,很好,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,非常及时,非常及时,,,,
1533857,2026-04-08 17:33:38,2026-04-08 17:35:50,2分12秒,58.248.66.54,pc,6,6,广州,5,5,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,符合,还行,暂无,不知道,签不了,挺好的,无,签不了,不知道,需要学习,挺好的,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,比较及时,比较及时,,,,
1533858,2026-04-08 17:33:43,2026-04-08 17:36:49,3分5秒,61.135.212.183,iPhone,43,43,总部在线,5,5,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,无,无,无,无,挺好,无,挺好,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,非常及时,非常及时,,,,
1533859,2026-04-08 17:35:02,2026-04-08 17:40:21,5分19秒,61.135.212.184,iPhone,43,43,总部在线,5,5,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,搭配一对一查漏补缺,可以独立开班,无,无,无,无,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,非常及时,非常及时,,,,
1533860,2026-04-08 17:37:08,2026-04-08 17:42:24,5分15秒,10.2.170.213,pc,43,43,总部在线,5,4,2,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,产品力还不错,目前班型不明确 班级数也比较少 可以整合一下,还是比较完善,让顾问充分了解,比较完善,不提供建议 接触较少,分类明确,木有建议,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,比较及时,非常及时,,,,
1533861,2026-04-08 17:37:46,2026-04-08 18:27:53,50分7秒,39.144.87.207,Android,43,43,总部在线,5,5,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,无,无,无,无,无,无,无,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,非常及时,非常及时,,,,
1533862,2026-04-08 17:39:56,2026-04-08 17:43:30,3分34秒,59.49.34.124,pc,20,20,太原,4,4,2,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,一直很好,课时量灵活度，或搭配一对一的套餐,完善,竞品差异化,未接触,未接触,未接触,未接触,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,比较及时,比较及时,,,,
1533863,2026-04-08 17:44:39,2026-04-08 17:48:14,3分34秒,221.226.188.206,pc,5,5,南京,5,5,1,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,很不错,暂无建议,很不错,暂无建议,很不错,暂无建议,很不错,暂无建议,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,比较及时,非常及时,,,,
1533865,2026-04-08 17:46:08,2026-04-08 17:57:11,11分2秒,218.94.55.78,pc,5,5,南京,5,5,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,无,一对一或者小班课为主，不要和留学学生混班上课,产品线完整，优惠清晰，好用,多一点配套，录播专项课放在小程序里直接使用,价格合理，组班快,不要强行捆包考冲，儿童没需要，没班还得退费,价格优惠，宣传到位,可以以录播课为切入口，组合直播课学习，价格再多做一下优惠，有效期延长，一年学生根本看不完,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,非常及时,非常及时,,,,
1533866,2026-04-08 17:50:21,2026-04-08 17:51:50,1分28秒,49.83.229.231,iPhone,21,21,苏州,4,4,1,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,暂无,暂无,暂无,暂无,暂无,暂无,暂无,暂无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,比较及时,非常及时,,,,
1533867,2026-04-08 17:58:57,2026-04-08 18:01:27,2分29秒,221.226.188.206,phone,5,5,南京,5,5,2,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,整体不错,暂无,整体不错,暂无,整体不错,暂无暂无,整体不错,暂无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,比较及时,非常及时,,,,
1533868,2026-04-08 18:01:31,2026-04-08 18:16:59,15分27秒,36.112.176.185,iPhone,43,43,总部在线,4,3,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,三分之一的学生以及家长觉得课程进度快，内容多，课时密集,产品设置,暂无,希望能多一些关于关于高考的信息以及资料#后期班级匹配老师能慎重选择,无,无,无,无,无,兴趣，职业需求的学员满意度不高，普遍反馈课程内容不通俗易懂，不口语化，内容多，太难记不住,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,比较及时,非常及时,,,,
1533869,2026-04-08 18:26:22,2026-04-15 09:46:37,6天15时20分15秒,27.223.21.90,pc,17,17,青岛,4,4,2,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,挺好的,更清晰一些内容,挺好的,有点复杂,挺好的,有点复杂,挺好的,简洁一点,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,比较及时,非常及时,,,,
1533870,2026-04-08 18:50:24,2026-04-08 18:57:04,6分39秒,10.2.171.64,pc,43,43,总部在线,4,4,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,,,希望有的老师能继续带下个阶段,无,无,无,无,无,无,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,比较及时,比较及时,,,,
1533871,2026-04-08 19:00:57,2026-04-08 19:04:41,3分43秒,39.144.137.84,iPhone,4,4,成都,4,4,1,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,感觉改动不大,目前没有家长对于产品有夸奖的地方,,暂无,暂无#,暂无,暂无,暂无,暂无,暂无,产品太复杂了 有点没看懂,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,比较及时,非常及时,,,,
1533872,2026-04-08 19:53:52,2026-04-08 20:02:05,8分12秒,183.40.231.115,Android,6,6,广州,4,3,2,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,,中等，很多家长觉得线上学习效果不太好，有部分从线上转到线下，还有一些直接放弃了，线上产品续费较低。,,周六下午+周日上午的组合搭配很好，符合高中生放假时间需求。,高考班跟兴趣留学班区分开来会比较好，可以将高考班设置精品班，价格略微提高，跟其他班型区分开来，很多家长是比较介意在职大学生和高中生一起学习的。,致远产品挺好的，内容比较丰富全面。,暂无,小班课，上课时间和开班场次都挺合适。,增加一些稚趣类课程的宣传和介绍，特别是课堂成果的呈现。,挚爱卡内容很丰富，价格也合适。,暂无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,比较及时,比较及时,,,,
1533874,2026-04-08 21:11:57,2026-04-08 21:14:20,2分22秒,175.211.77.77,pc,4,4,成都,5,5,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,无,好,,很不错,无,很好,无,好,无,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,非常及时,非常及时,,,,
1533877,2026-04-09 09:39:18,2026-04-09 09:40:59,1分41秒,223.105.78.6,pc,21,21,苏州,5,5,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,满意,满意,,表扬,无,表扬,无,表扬,无,表扬,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,非常及时,非常及时,,,,
1533878,2026-04-09 09:39:49,2026-04-09 09:42:05,2分16秒,58.221.85.66,pc,21,21,苏州,5,4,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,,专业,分层定位,专业,分层定位,专业,互动加强,专业,分层定位,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,非常及时,非常及时,,,,
1533881,2026-04-09 09:47:51,2026-04-09 09:50:02,2分11秒,218.28.159.54,phone,35,35,洛阳,5,5,2,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,无,无,无,无,学生反馈很好,无,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,非常及时,非常及时,,,,
1533885,2026-04-09 10:15:19,2026-04-09 10:36:53,21分34秒,124.72.60.142,iPhone,13,13,厦门,4,4,2,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,单阶段教学任务紧凑 ,有学员觉得打卡任务之考察后台数据流于形式化 ,细化课后任务 ,课程体系 阶段划分 配套服务 重复机制整体上成熟完善了 ,入门的基础记忆阶段给的课时太少了 很多学生进入语法学习后仍会出现五十音记忆不牢 我们已经自己加入了前3-5次课让学生提前到教室默写五十音 但结合单词和课后练习 任务还是比较多 ,整体可包和重读机制完善 ,暂无,无,教学任务不要过于紧凑,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,一般,一般,,,,
1533886,2026-04-09 10:57:40,2026-04-09 10:59:16,1分35秒,218.27.37.98,pc,29,29,长春,5,5,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,无,无,,无,无,无,无,无,无,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,非常及时,非常及时,,,,
1533887,2026-04-09 11:06:21,2026-04-14 20:30:56,5天9时24分34秒,220.200.107.128,iPhone,19,19,长沙,5,5,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,暂无,暂无,暂无,暂无,暂无,暂无,暂无,暂无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,非常及时,非常及时,,,,
1533889,2026-04-09 13:24:25,2026-04-09 13:27:06,2分40秒,218.28.253.218,iPhone,9,9,郑州,5,4,2,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,符合,较为认可,,无,无,无,增加听口,无,增加运营支持,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,比较及时,比较及时,,,,
1533891,2026-04-09 15:01:17,2026-04-09 15:03:39,2分22秒,124.72.60.142,pc,13,13,厦门,5,5,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,协议重读适合高中生,高一学生在上完N2有一定的空窗期，需要把空窗期填满。,很好,暂时没有,暂无,暂无,暂无,暂无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,非常及时,非常及时,,,,
